id,ili,wikidata
ewn-09124616-n,i84463,http://www.wikidata.org/entity/Q1527
ewn-09125023-n,i84464,http://www.wikidata.org/entity/Q730430
ewn-09125125-n,i84465,http://www.wikidata.org/entity/Q485708
ewn-09125263-n,i84466,http://www.wikidata.org/entity/Q828736
ewn-09125389-n,i84467,http://www.wikidata.org/entity/Q913243
ewn-09125491-n,i84468,http://www.wikidata.org/entity/Q36091
ewn-09125720-n,i84469,http://www.wikidata.org/entity/Q486479
ewn-09125825-n,i84470,http://www.wikidata.org/entity/Q736834
ewn-09125985-n,i84471,http://www.wikidata.org/entity/Q28848
ewn-09126256-n,i84472,http://www.wikidata.org/entity/Q1480013
ewn-09126411-n,i84473,http://www.wikidata.org/entity/Q986681
ewn-09126551-n,i84474,http://www.wikidata.org/entity/Q1494
ewn-09127090-n,i84475,http://www.wikidata.org/entity/Q490720
ewn-09127220-n,i84476,http://www.wikidata.org/entity/Q985648
ewn-09127353-n,i84477,http://www.wikidata.org/entity/Q988112
ewn-09127510-n,i84478,http://www.wikidata.org/entity/Q384464
ewn-09127619-n,i84479,http://www.wikidata.org/entity/Q28198
ewn-09127772-n,i84480,http://www.wikidata.org/entity/Q118152
ewn-09127876-n,i84481,http://www.wikidata.org/entity/Q944044
ewn-09128006-n,i84482,http://www.wikidata.org/entity/Q667727
ewn-09128110-n,i84483,http://www.wikidata.org/entity/Q493787
ewn-09128437-n,i84484,http://www.wikidata.org/entity/Q1581
ewn-09129015-n,i84485,http://www.wikidata.org/entity/Q866294
ewn-09129124-n,i84486,http://www.wikidata.org/entity/Q59670
ewn-09129236-n,i84487,http://www.wikidata.org/entity/Q961975
ewn-09129392-n,i84488,http://www.wikidata.org/entity/Q24603
ewn-09129534-n,i84489,http://www.wikidata.org/entity/Q28180
ewn-09129720-n,i84490,http://www.wikidata.org/entity/Q41819
ewn-09129927-n,i84491,http://www.wikidata.org/entity/Q955462
ewn-09130034-n,i84492,http://www.wikidata.org/entity/Q745120
ewn-09130248-n,i84493,http://www.wikidata.org/entity/Q38022
ewn-09130572-n,i84494,http://www.wikidata.org/entity/Q966486
ewn-09130677-n,i84495,http://www.wikidata.org/entity/Q135615
ewn-09130786-n,i84496,http://www.wikidata.org/entity/Q1212
ewn-09131216-n,i84497,http://www.wikidata.org/entity/Q569678
ewn-09131358-n,i84498,http://www.wikidata.org/entity/Q166304
ewn-09131514-n,i84499,http://www.wikidata.org/entity/Q467664
ewn-09131642-n,i84500,http://www.wikidata.org/entity/Q37774
ewn-09131810-n,i84501,http://www.wikidata.org/entity/Q38733
ewn-09131963-n,i84502,http://www.wikidata.org/entity/Q189602
ewn-09132074-n,i84503,http://www.wikidata.org/entity/Q1553
ewn-09132408-n,i84504,http://www.wikidata.org/entity/Q461826
ewn-09132519-n,i84505,http://www.wikidata.org/entity/Q28260
ewn-09132736-n,i84506,http://www.wikidata.org/entity/Q989960
ewn-09132866-n,i84507,http://www.wikidata.org/entity/Q43199
ewn-09133059-n,i84508,http://www.wikidata.org/entity/Q1227
ewn-09133423-n,i84509,http://www.wikidata.org/entity/Q40881
ewn-09133578-n,i84510,http://www.wikidata.org/entity/Q23768
ewn-09133807-n,i84511,http://www.wikidata.org/entity/Q49225
ewn-09134005-n,i84512,http://www.wikidata.org/entity/Q759
ewn-09134282-n,i84513,http://www.wikidata.org/entity/Q1617382
ewn-09134400-n,i84514,http://www.wikidata.org/entity/Q28249
ewn-09134601-n,i84515,http://www.wikidata.org/entity/Q48370
ewn-09134769-n,i84516,http://www.wikidata.org/entity/Q49191
ewn-09134928-n,i84517,http://www.wikidata.org/entity/Q1408
ewn-09135395-n,i84518,http://www.wikidata.org/entity/Q2335128
ewn-09135510-n,i84519,http://www.wikidata.org/entity/Q139564
ewn-09135675-n,i84520,http://www.wikidata.org/entity/Q25330
ewn-09135860-n,i84521,http://www.wikidata.org/entity/Q134674
ewn-09135986-n,i84522,http://www.wikidata.org/entity/Q138367
ewn-09136132-n,i84523,http://www.wikidata.org/entity/Q26339
ewn-09136264-n,i84524,http://www.wikidata.org/entity/Q962499
ewn-09136415-n,i84525,http://www.wikidata.org/entity/Q25395
ewn-09136554-n,i84526,http://www.wikidata.org/entity/Q138338
ewn-09136673-n,i84527,http://www.wikidata.org/entity/Q138391
ewn-09136781-n,i84528,http://www.wikidata.org/entity/Q138518
ewn-09136915-n,i84529,http://www.wikidata.org/entity/Q138548
ewn-09137054-n,i84530,http://www.wikidata.org/entity/Q319821
ewn-09137349-n,i84531,http://www.wikidata.org/entity/Q1522
ewn-09137975-n,i84532,http://www.wikidata.org/entity/Q34804
ewn-09138138-n,i84533,http://www.wikidata.org/entity/Q384544
ewn-09138306-n,i84534,http://www.wikidata.org/entity/Q1012695
ewn-09138416-n,i84535,http://www.wikidata.org/entity/Q577981
ewn-09138546-n,i84536,http://www.wikidata.org/entity/Q33264
ewn-09138670-n,i84537,http://www.wikidata.org/entity/Q318637
ewn-09138874-n,i84538,http://www.wikidata.org/entity/Q33561
ewn-09138978-n,i84539,http://www.wikidata.org/entity/Q38555
ewn-09139148-n,i84540,http://www.wikidata.org/entity/Q985526
ewn-09139259-n,i84541,http://www.wikidata.org/entity/Q7684318
ewn-09139369-n,i84542,http://www.wikidata.org/entity/Q11299
ewn-09139536-n,i84543,http://www.wikidata.org/entity/Q223308
ewn-09139778-n,i84544,http://www.wikidata.org/entity/Q382593
ewn-09140011-n,i84545,http://www.wikidata.org/entity/Q1384
ewn-09140848-n,i84546,http://www.wikidata.org/entity/Q769668
ewn-09140980-n,i84547,http://www.wikidata.org/entity/Q24861
ewn-09141172-n,i84548,http://www.wikidata.org/entity/Q40435
ewn-09141306-n,i84549,http://www.wikidata.org/entity/Q1025016
ewn-09141484-n,i84550,http://www.wikidata.org/entity/Q459578
ewn-09141737-n,i84551,http://www.wikidata.org/entity/Q16982720
ewn-09141944-n,i84552,http://www.wikidata.org/entity/Q60
ewn-09142656-n,i84553,http://www.wikidata.org/entity/Q18426
ewn-09142754-n,i84554,http://www.wikidata.org/entity/Q18419
ewn-09142874-n,i84555,http://www.wikidata.org/entity/Q628201
ewn-09143020-n,i84556,http://www.wikidata.org/entity/Q202175
ewn-09143606-n,i84558,http://www.wikidata.org/entity/Q109858
ewn-09143768-n,i84559,http://www.wikidata.org/entity/Q109926
ewn-09143897-n,i84560,http://www.wikidata.org/entity/Q160409
ewn-09144001-n,i84561,http://www.wikidata.org/entity/Q189074
ewn-09144125-n,i84562,http://www.wikidata.org/entity/Q840133
ewn-09144286-n,i84563,http://www.wikidata.org/entity/Q461572
ewn-09144481-n,i84564,http://www.wikidata.org/entity/Q217346
ewn-09144603-n,i84565,http://www.wikidata.org/entity/Q785788
ewn-09144753-n,i84566,http://www.wikidata.org/entity/Q11260
ewn-09144925-n,i84567,http://www.wikidata.org/entity/Q109711
ewn-09145064-n,i84568,http://www.wikidata.org/entity/Q1058828
ewn-09145209-n,i84569,http://www.wikidata.org/entity/Q11259
ewn-09145446-n,i84570,http://www.wikidata.org/entity/Q11690
ewn-09145635-n,i84571,http://www.wikidata.org/entity/Q205380
ewn-09145849-n,i84572,http://www.wikidata.org/entity/Q18424
ewn-09145948-n,i84573,http://www.wikidata.org/entity/Q18432
ewn-09146054-n,i84574,http://www.wikidata.org/entity/Q212862
ewn-09146205-n,i84575,http://www.wikidata.org/entity/Q597451
ewn-09146329-n,i84576,http://www.wikidata.org/entity/Q1781097
ewn-09146706-n,i84578,http://www.wikidata.org/entity/Q18438
ewn-09146919-n,i84579,http://www.wikidata.org/entity/Q3300920
ewn-09147066-n,i84580,http://www.wikidata.org/entity/Q8685
ewn-09147255-n,i84581,http://www.wikidata.org/entity/Q213814
ewn-09147398-n,i84582,http://www.wikidata.org/entity/Q868660
ewn-09147511-n,i84583,http://www.wikidata.org/entity/Q1044808
ewn-09147682-n,i84584,http://www.wikidata.org/entity/Q128133
ewn-09147869-n,i84585,http://www.wikidata.org/entity/Q49218
ewn-09148020-n,i84586,http://www.wikidata.org/entity/Q331380
ewn-09148194-n,i84587,http://www.wikidata.org/entity/Q128069
ewn-09148295-n,i84588,http://www.wikidata.org/entity/Q2495519
ewn-09148393-n,i84589,http://www.wikidata.org/entity/Q1144357
ewn-09148547-n,i84590,http://www.wikidata.org/entity/Q1378026
ewn-09148650-n,i84591,http://www.wikidata.org/entity/Q894184
ewn-09148971-n,i84592,http://www.wikidata.org/entity/Q1454
ewn-09149568-n,i84593,http://www.wikidata.org/entity/Q2334526
ewn-09149687-n,i84594,http://www.wikidata.org/entity/Q1034413
ewn-09149834-n,i84595,http://www.wikidata.org/entity/Q1034424
ewn-09149947-n,i84596,http://www.wikidata.org/entity/Q169141
ewn-09150134-n,i84597,http://www.wikidata.org/entity/Q978032
ewn-09150374-n,i84598,http://www.wikidata.org/entity/Q2509872
ewn-09150517-n,i84599,http://www.wikidata.org/entity/Q41087
ewn-09150713-n,i84600,http://www.wikidata.org/entity/Q648501
ewn-09150874-n,i84601,http://www.wikidata.org/entity/Q671812
ewn-09151045-n,i84602,http://www.wikidata.org/entity/Q16565
ewn-09151209-n,i84603,http://www.wikidata.org/entity/Q49229
ewn-09151364-n,i84604,http://www.wikidata.org/entity/Q331104
ewn-09151481-n,i84605,http://www.wikidata.org/entity/Q367400
ewn-09151620-n,i84606,http://www.wikidata.org/entity/Q49238
ewn-09151735-n,i84607,http://www.wikidata.org/entity/Q1989904
ewn-09151860-n,i84608,http://www.wikidata.org/entity/Q659400
ewn-09151997-n,i84609,http://www.wikidata.org/entity/Q49227
ewn-09152115-n,i84610,http://www.wikidata.org/entity/Q1207
ewn-09152399-n,i84611,http://www.wikidata.org/entity/Q37066
ewn-09152606-n,i84612,http://www.wikidata.org/entity/Q34109
ewn-09152756-n,i84613,http://www.wikidata.org/entity/Q1397
ewn-09153132-n,i84614,http://www.wikidata.org/entity/Q163132
ewn-09153279-n,i84615,http://www.wikidata.org/entity/Q755420
ewn-09153394-n,i84616,http://www.wikidata.org/entity/Q37320
ewn-09153563-n,i84617,http://www.wikidata.org/entity/Q43196
ewn-09153681-n,i84618,http://www.wikidata.org/entity/Q16567
ewn-09153885-n,i84619,http://www.wikidata.org/entity/Q34739
ewn-09154004-n,i84620,http://www.wikidata.org/entity/Q983698
ewn-09154108-n,i84621,http://www.wikidata.org/entity/Q49239
ewn-09154233-n,i84622,http://www.wikidata.org/entity/Q216820
ewn-09154334-n,i84623,http://www.wikidata.org/entity/Q1649
ewn-09154741-n,i84624,http://www.wikidata.org/entity/Q809450
ewn-09154851-n,i84625,http://www.wikidata.org/entity/Q984361
ewn-09154954-n,i84626,http://www.wikidata.org/entity/Q503336
ewn-09155055-n,i84627,http://www.wikidata.org/entity/Q1994656
ewn-09155162-n,i84628,http://www.wikidata.org/entity/Q524233
ewn-09155285-n,i84629,http://www.wikidata.org/entity/Q34863
ewn-09155466-n,i84630,http://www.wikidata.org/entity/Q44989
ewn-09155698-n,i84631,http://www.wikidata.org/entity/Q824
ewn-09156059-n,i84632,http://www.wikidata.org/entity/Q671288
ewn-09156195-n,i84633,http://www.wikidata.org/entity/Q171224
ewn-09156338-n,i84634,http://www.wikidata.org/entity/Q846146
ewn-09156470-n,i84635,http://www.wikidata.org/entity/Q836663
ewn-09156590-n,i84636,http://www.wikidata.org/entity/Q6106
ewn-09156897-n,i84637,http://www.wikidata.org/entity/Q43919
ewn-09157081-n,i84638,http://www.wikidata.org/entity/Q1400
ewn-09157583-n,i84639,http://www.wikidata.org/entity/Q2475732
ewn-09157700-n,i84640,http://www.wikidata.org/entity/Q142811
ewn-09157843-n,i84641,http://www.wikidata.org/entity/Q444210
ewn-09157947-n,i84642,http://www.wikidata.org/entity/Q164380
ewn-09158148-n,i84643,http://www.wikidata.org/entity/Q234061
ewn-09158291-n,i84644,http://www.wikidata.org/entity/Q694550
ewn-09158434-n,i84645,http://www.wikidata.org/entity/Q25280
ewn-09158595-n,i84646,http://www.wikidata.org/entity/Q868666
ewn-09158694-n,i84647,http://www.wikidata.org/entity/Q170263
ewn-09158883-n,i84648,http://www.wikidata.org/entity/Q1345
ewn-09159283-n,i84649,http://www.wikidata.org/entity/Q1342
ewn-09159630-n,i84650,http://www.wikidata.org/entity/Q271395
ewn-09159733-n,i84651,http://www.wikidata.org/entity/Q1387
ewn-09160042-n,i84652,http://www.wikidata.org/entity/Q2335224
ewn-09160159-n,i84653,http://www.wikidata.org/entity/Q18383
ewn-09160390-n,i84654,http://www.wikidata.org/entity/Q54264
ewn-09160577-n,i84655,http://www.wikidata.org/entity/Q1456
ewn-09160954-n,i84656,http://www.wikidata.org/entity/Q2513167
ewn-09161073-n,i84657,http://www.wikidata.org/entity/Q38453
ewn-09161253-n,i84658,http://www.wikidata.org/entity/Q47716
ewn-09161391-n,i84659,http://www.wikidata.org/entity/Q597842
ewn-09161523-n,i84660,http://www.wikidata.org/entity/Q574192
ewn-09161650-n,i84661,http://www.wikidata.org/entity/Q1211
ewn-09162102-n,i84662,http://www.wikidata.org/entity/Q236713
ewn-09162230-n,i84663,http://www.wikidata.org/entity/Q40747
ewn-09162420-n,i84664,http://www.wikidata.org/entity/Q213325
ewn-09162571-n,i84665,http://www.wikidata.org/entity/Q131335
ewn-09162870-n,i84667,http://www.wikidata.org/entity/Q1509
ewn-09163299-n,i84668,http://www.wikidata.org/entity/Q186702
ewn-09163404-n,i84669,http://www.wikidata.org/entity/Q5675279
ewn-09163511-n,i84670,http://www.wikidata.org/entity/Q985409
ewn-09163612-n,i84671,http://www.wikidata.org/entity/Q770571
ewn-09163723-n,i84672,http://www.wikidata.org/entity/Q185582
ewn-09163849-n,i84673,http://www.wikidata.org/entity/Q16563
ewn-09164027-n,i84674,http://www.wikidata.org/entity/Q23197
ewn-09164256-n,i84675,http://www.wikidata.org/entity/Q1439
ewn-09165411-n,i84676,http://www.wikidata.org/entity/Q128295
ewn-09165508-n,i84677,http://www.wikidata.org/entity/Q51691
ewn-09165624-n,i84678,http://www.wikidata.org/entity/Q17943
ewn-09165754-n,i84679,http://www.wikidata.org/entity/Q16559
ewn-09165942-n,i84680,http://www.wikidata.org/entity/Q128282
ewn-09166058-n,i84681,http://www.wikidata.org/entity/Q51693
ewn-09166286-n,i84682,http://www.wikidata.org/entity/Q695556
ewn-09166386-n,i84683,http://www.wikidata.org/entity/Q49242
ewn-09166523-n,i84684,http://www.wikidata.org/entity/Q16557
ewn-09166710-n,i84685,http://www.wikidata.org/entity/Q970792
ewn-09166854-n,i84686,http://www.wikidata.org/entity/Q16562
ewn-09167060-n,i84687,http://www.wikidata.org/entity/Q16558
ewn-09167221-n,i84688,http://www.wikidata.org/entity/Q135744
ewn-09167342-n,i84689,http://www.wikidata.org/entity/Q1315101
ewn-09167467-n,i84690,http://www.wikidata.org/entity/Q49274
ewn-09167588-n,i84691,http://www.wikidata.org/entity/Q16555
ewn-09167820-n,i84692,http://www.wikidata.org/entity/Q16868
ewn-09167954-n,i84693,http://www.wikidata.org/entity/Q49273
ewn-09168078-n,i84694,http://www.wikidata.org/entity/Q975590
ewn-09168174-n,i84695,http://www.wikidata.org/entity/Q51698
ewn-09168290-n,i84696,http://www.wikidata.org/entity/Q128321
ewn-09168392-n,i84697,http://www.wikidata.org/entity/Q128361
ewn-09168488-n,i84698,http://www.wikidata.org/entity/Q830149
ewn-09168588-n,i84699,http://www.wikidata.org/entity/Q51689
ewn-09168707-n,i84700,http://www.wikidata.org/entity/Q925598
ewn-09168848-n,i84701,http://www.wikidata.org/entity/Q975
ewn-09169061-n,i84702,http://www.wikidata.org/entity/Q982379
ewn-09169188-n,i84703,http://www.wikidata.org/entity/Q844020
ewn-09169321-n,i84704,http://www.wikidata.org/entity/Q499169
ewn-09169418-n,i84705,http://www.wikidata.org/entity/Q784496
ewn-09169550-n,i84706,http://www.wikidata.org/entity/Q128244
ewn-09169649-n,i84707,http://www.wikidata.org/entity/Q128349
ewn-09169783-n,i84708,http://www.wikidata.org/entity/Q829
ewn-09170247-n,i84709,http://www.wikidata.org/entity/Q52471
ewn-09170361-n,i84710,http://www.wikidata.org/entity/Q23443
ewn-09170480-n,i84711,http://www.wikidata.org/entity/Q23337
ewn-09170707-n,i84712,http://www.wikidata.org/entity/Q16551
ewn-09171008-n,i84713,http://www.wikidata.org/entity/Q26426
ewn-09171171-n,i84714,http://www.wikidata.org/entity/Q817921
ewn-09171278-n,i84715,http://www.wikidata.org/entity/Q899813
ewn-09171411-n,i84716,http://www.wikidata.org/entity/Q26065
ewn-09171620-n,i84717,http://www.wikidata.org/entity/Q25893
ewn-09171719-n,i84718,http://www.wikidata.org/entity/Q1370
ewn-09172689-n,i84719,http://www.wikidata.org/entity/Q1070529
ewn-09172802-n,i84720,http://www.wikidata.org/entity/Q43421
ewn-09173039-n,i84721,http://www.wikidata.org/entity/Q285816
ewn-09173203-n,i84722,http://www.wikidata.org/entity/Q323813
ewn-09173417-n,i84723,http://www.wikidata.org/entity/Q335017
ewn-09173618-n,i84724,http://www.wikidata.org/entity/Q49231
ewn-09173869-n,i84725,http://www.wikidata.org/entity/Q844012
ewn-09173971-n,i84726,http://www.wikidata.org/entity/Q342803
ewn-09174166-n,i84727,http://www.wikidata.org/entity/Q501796
ewn-09174271-n,i84728,http://www.wikidata.org/entity/Q49259
ewn-09174555-n,i84729,http://www.wikidata.org/entity/Q179446
ewn-09174718-n,i84730,http://www.wikidata.org/entity/Q3477875
ewn-09174835-n,i84731,http://www.wikidata.org/entity/Q492342
ewn-09174973-n,i84732,http://www.wikidata.org/entity/Q511964
ewn-09175156-n,i84733,http://www.wikidata.org/entity/Q506202
ewn-09175325-n,i84734,http://www.wikidata.org/entity/Q938699
ewn-09175524-n,i84735,http://www.wikidata.org/entity/Q731635
ewn-09175699-n,i84736,http://www.wikidata.org/entity/Q1223
ewn-09176333-n,i84737,http://www.wikidata.org/entity/Q233808
ewn-09176473-n,i84738,http://www.wikidata.org/entity/Q430267
ewn-09176636-n,i84739,http://www.wikidata.org/entity/Q844033
ewn-09176763-n,i84740,http://www.wikidata.org/entity/Q42735
ewn-09176941-n,i84741,http://www.wikidata.org/entity/Q5083
ewn-09177371-n,i84742,http://www.wikidata.org/entity/Q187805
ewn-09177495-n,i84743,http://www.wikidata.org/entity/Q199797
ewn-09177669-n,i84744,http://www.wikidata.org/entity/Q234053
ewn-09177829-n,i84745,http://www.wikidata.org/entity/Q222338
ewn-09177963-n,i84746,http://www.wikidata.org/entity/Q499203
ewn-09178070-n,i84747,http://www.wikidata.org/entity/Q1371
ewn-09178463-n,i84748,http://www.wikidata.org/entity/Q813745
ewn-09178569-n,i84749,http://www.wikidata.org/entity/Q44564
ewn-09178757-n,i84750,http://www.wikidata.org/entity/Q1010199
ewn-09178866-n,i84751,http://www.wikidata.org/entity/Q2131289
ewn-09179012-n,i84752,http://www.wikidata.org/entity/Q241808
ewn-09179166-n,i84753,http://www.wikidata.org/entity/Q985289
ewn-09179437-n,i84754,http://www.wikidata.org/entity/Q653636
ewn-09179660-n,i84755,http://www.wikidata.org/entity/Q329485
ewn-09179792-n,i84756,http://www.wikidata.org/entity/Q838112
ewn-09179934-n,i84757,http://www.wikidata.org/entity/Q1537
ewn-09180341-n,i84758,http://www.wikidata.org/entity/Q94928
ewn-09180443-n,i84759,http://www.wikidata.org/entity/Q122563
ewn-09180552-n,i84760,http://www.wikidata.org/entity/Q47430
ewn-09180682-n,i84761,http://www.wikidata.org/entity/Q936780
ewn-09180810-n,i84762,http://www.wikidata.org/entity/Q43788
ewn-09181054-n,i84763,http://www.wikidata.org/entity/Q37836
ewn-09181287-n,i84764,http://www.wikidata.org/entity/Q40340
ewn-09181435-n,i84765,http://www.wikidata.org/entity/Q984577
ewn-09181575-n,i84766,http://www.wikidata.org/entity/Q1207479
ewn-09181683-n,i84767,http://www.wikidata.org/entity/Q7975214
ewn-09181789-n,i84768,http://www.wikidata.org/entity/Q1214
ewn-09182339-n,i84769,http://www.wikidata.org/entity/Q223177
ewn-09182468-n,i84770,http://www.wikidata.org/entity/Q39042
ewn-09182652-n,i84771,http://www.wikidata.org/entity/Q871285
ewn-09182751-n,i84772,http://www.wikidata.org/entity/Q992094
ewn-09182849-n,i84773,http://www.wikidata.org/entity/Q327515
ewn-09182961-n,i84774,http://www.wikidata.org/entity/Q378071
ewn-09183088-n,i84775,http://www.wikidata.org/entity/Q77
ewn-09183364-n,i84776,http://www.wikidata.org/entity/Q1335
ewn-09183568-n,i84777,http://www.wikidata.org/entity/Q686
ewn-09183761-n,i84778,http://www.wikidata.org/entity/Q37806
ewn-09183883-n,i84779,http://www.wikidata.org/entity/Q159583
ewn-09184245-n,i84780,http://www.wikidata.org/entity/Q237
ewn-09184408-n,i84781,http://www.wikidata.org/entity/Q208807
ewn-09184596-n,i84782,http://www.wikidata.org/entity/Q717
ewn-09185069-n,i84783,http://www.wikidata.org/entity/Q1533
ewn-09185207-n,i84784,http://www.wikidata.org/entity/Q26906
ewn-09185374-n,i84785,http://www.wikidata.org/entity/Q319476
ewn-09185596-n,i84786,http://www.wikidata.org/entity/Q171632
ewn-09185748-n,i84787,http://www.wikidata.org/entity/Q333928
ewn-09185870-n,i84788,http://www.wikidata.org/entity/Q54880
ewn-09185985-n,i84789,http://www.wikidata.org/entity/Q42898712
ewn-09186377-n,i84790,http://www.wikidata.org/entity/Q172640
ewn-09186637-n,i84791,http://www.wikidata.org/entity/Q180573
ewn-09186888-n,i84792,http://www.wikidata.org/entity/Q1858
ewn-09187034-n,i84793,http://www.wikidata.org/entity/Q1854
ewn-09187210-n,i84794,http://www.wikidata.org/entity/Q72818
ewn-09187354-n,i84795,http://www.wikidata.org/entity/Q805
ewn-09187696-n,i84796,http://www.wikidata.org/entity/Q131694
ewn-09187939-n,i84797,http://www.wikidata.org/entity/Q270041
ewn-09188087-n,i84798,http://www.wikidata.org/entity/Q310772
ewn-09188257-n,i84799,http://www.wikidata.org/entity/Q2471
ewn-09188406-n,i84800,http://www.wikidata.org/entity/Q953
ewn-09188789-n,i84801,http://www.wikidata.org/entity/Q3881
ewn-09188920-n,i84802,http://www.wikidata.org/entity/Q476033
ewn-09189097-n,i84803,http://www.wikidata.org/entity/Q188650
ewn-09189327-n,i84804,http://www.wikidata.org/entity/Q81720
ewn-09189549-n,i84805,http://www.wikidata.org/entity/Q859413
ewn-09189695-n,i84806,http://www.wikidata.org/entity/Q163820
ewn-09189894-n,i84807,http://www.wikidata.org/entity/Q954
ewn-09190298-n,i84808,http://www.wikidata.org/entity/Q3921
ewn-09190445-n,i84809,http://www.wikidata.org/entity/Q193250
ewn-09190560-n,i84810,http://www.wikidata.org/entity/Q208299
ewn-09190813-n,i84811,http://www.wikidata.org/entity/Q624170
ewn-09190986-n,i84812,http://www.wikidata.org/entity/Q47141
ewn-09191233-n,i84813,http://www.wikidata.org/entity/Q783129
ewn-09191489-n,i84814,http://www.wikidata.org/entity/Q880529
ewn-09191604-n,i84815,http://www.wikidata.org/entity/Q855658
ewn-09191812-n,i84816,http://www.wikidata.org/entity/Q267267
ewn-09191935-n,i84817,http://www.wikidata.org/entity/Q272514
ewn-09192085-n,i84818,http://www.wikidata.org/entity/Q767128
ewn-09192200-n,i84819,http://www.wikidata.org/entity/Q118388
ewn-09192454-n,i84820,http://www.wikidata.org/entity/Q272577
ewn-09192587-n,i84821,http://www.wikidata.org/entity/Q5560677
ewn-09192698-n,i84822,http://www.wikidata.org/entity/Q42070
ewn-09192827-n,i84823,http://www.wikidata.org/entity/Q326896
ewn-09193006-n,i84824,http://www.wikidata.org/entity/Q145165
ewn-09193191-n,i84825,http://www.wikidata.org/entity/Q47700
ewn-09193372-n,i84826,http://www.wikidata.org/entity/Q172702
ewn-09193530-n,i84827,http://www.wikidata.org/entity/Q184364
ewn-09193685-n,i84828,http://www.wikidata.org/entity/Q181528
ewn-09193893-n,i84829,http://www.wikidata.org/entity/Q184355
ewn-09194101-n,i84830,http://www.wikidata.org/entity/Q131377
ewn-09194273-n,i84831,http://www.wikidata.org/entity/Q749205
ewn-09194457-n,i84832,http://www.wikidata.org/entity/Q162843
ewn-09194571-n,i84833,http://www.wikidata.org/entity/Q464909
ewn-09194750-n,i84834,http://www.wikidata.org/entity/Q936252
ewn-09194881-n,i84835,http://www.wikidata.org/entity/Q1061324
ewn-09195008-n,i84836,http://www.wikidata.org/entity/Q1973934
ewn-09195180-n,i84837,http://www.wikidata.org/entity/Q3889421
ewn-09195377-n,i84838,http://www.wikidata.org/entity/Q132959
ewn-09195531-n,i84839,http://www.wikidata.org/entity/Q211839
ewn-09195648-n,i84840,http://www.wikidata.org/entity/Q1931586
ewn-09195807-n,i84841,http://www.wikidata.org/entity/Q189429
ewn-09195920-n,i84842,http://www.wikidata.org/entity/Q339162
ewn-09196185-n,i84843,http://www.wikidata.org/entity/Q132956
ewn-09196314-n,i84844,http://www.wikidata.org/entity/Q172691
ewn-09196520-n,i84845,http://www.wikidata.org/entity/Q190562
ewn-09196674-n,i84846,http://www.wikidata.org/entity/Q238147
ewn-09196912-n,i84847,http://www.wikidata.org/entity/Q825347
ewn-09197063-n,i84848,http://www.wikidata.org/entity/Q1136571
ewn-09197198-n,i84849,http://www.wikidata.org/entity/Q181476
ewn-09197354-n,i84850,http://www.wikidata.org/entity/Q40758
ewn-09197463-n,i84851,http://www.wikidata.org/entity/Q572865
ewn-09197615-n,i84852,http://www.wikidata.org/entity/Q16990
ewn-09197805-n,i84853,http://www.wikidata.org/entity/Q859376
ewn-09197913-n,i84854,http://www.wikidata.org/entity/Q39231
ewn-09198219-n,i84855,http://www.wikidata.org/entity/Q235062
ewn-09198356-n,i84856,http://www.wikidata.org/entity/Q252081
ewn-09198514-n,i84857,http://www.wikidata.org/entity/Q946750
ewn-09198664-n,i84858,http://www.wikidata.org/entity/Q210252
ewn-09198812-n,i84859,http://www.wikidata.org/entity/Q82613
ewn-09199056-n,i84860,http://www.wikidata.org/entity/Q201012
ewn-09199239-n,i84861,http://www.wikidata.org/entity/Q48783
ewn-09199343-n,i84862,http://www.wikidata.org/entity/Q131230
ewn-09199505-n,i84863,http://www.wikidata.org/entity/Q159762
ewn-09199629-n,i84864,http://www.wikidata.org/entity/Q695846
ewn-09199741-n,i84865,http://www.wikidata.org/entity/Q214696
ewn-09199852-n,i84866,http://www.wikidata.org/entity/Q1330927
ewn-09200000-n,i84867,http://www.wikidata.org/entity/Q14052
ewn-09200146-n,i84868,http://www.wikidata.org/entity/Q943045
ewn-09200282-n,i84869,http://www.wikidata.org/entity/Q4675
ewn-09200544-n,i84870,http://www.wikidata.org/entity/Q845909
ewn-09200780-n,i84871,http://www.wikidata.org/entity/Q524
ewn-09201038-n,i84872,http://www.wikidata.org/entity/Q27381
ewn-09201207-n,i84873,http://www.wikidata.org/entity/Q4412
ewn-09201624-n,i84876,http://www.wikidata.org/entity/Q223675
ewn-09202673-n,i84882,http://www.wikidata.org/entity/Q1414816
ewn-09203864-n,i84889,http://www.wikidata.org/entity/Q1570600
ewn-09204890-n,i84894,http://www.wikidata.org/entity/Q15326
ewn-09205039-n,i84895,http://www.wikidata.org/entity/Q1298422
ewn-09205170-n,i84896,http://www.wikidata.org/entity/Q212021
ewn-09205298-n,i84897,http://www.wikidata.org/entity/Q718263
ewn-09205421-n,i84898,http://www.wikidata.org/entity/Q917061
ewn-09205547-n,i84899,http://www.wikidata.org/entity/Q181843
ewn-09205826-n,i84901,http://www.wikidata.org/entity/Q622604
ewn-09205928-n,i84902,http://www.wikidata.org/entity/Q608259
ewn-09206037-n,i84903,http://www.wikidata.org/entity/Q2548061
ewn-09206590-n,i84906,http://www.wikidata.org/entity/Q20612739
ewn-09207565-n,i84911,http://www.wikidata.org/entity/Q11393844
